READ,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44,n45,n46,n47,n48,n49,n50
3105,0.512995,0.520772,0.52454,0.522897,0.518126,0.512713,0.508256,0.505214,0.503536,0.501766,0.495301,0.482744,0.466365,0.447658,0.42834,0.408816,0.389884,0.371412,0.352739,0.334446,0.320287,0.311942,0.308927,0.30787,0.304948,0.305086,0.310093,0.316092,0.316205,0.311974,0.3103,0.311094,0.315331,0.325954,0.340106,0.355323,0.371957,0.390894,0.411764,0.433136,0.453868,0.46957,0.478364,0.484279,0.49002,0.495834,0.501595,0.50925,0.520759,0.534457
3111,0.484012,0.478879,0.475481,0.475888,0.479276,0.479344,0.466535,0.445586,0.427496,0.416616,0.411506,0.410859,0.412351,0.408001,0.397473,0.383808,0.373396,0.366696,0.359665,0.350412,0.342325,0.336976,0.33451,0.333161,0.332897,0.335287,0.339318,0.344146,0.345407,0.344435,0.347564,0.353014,0.359871,0.36344,0.365285,0.36764,0.370473,0.374167,0.376937,0.376974,0.376872,0.374002,0.367968,0.356773,0.346037,0.338303,0.336016,0.338411,0.339667,0.340658
4013,0.460266,0.449672,0.439763,0.430657,0.422093,0.413759,0.405098,0.396431,0.388235,0.380381,0.372786,0.366675,0.361797,0.356331,0.349158,0.340603,0.332816,0.326585,0.323622,0.32314,0.322718,0.320386,0.315374,0.3113,0.311044,0.31534,0.322818,0.333281,0.34462,0.354038,0.358445,0.359923,0.361941,0.3627,0.362809,0.363469,0.364499,0.365868,0.368002,0.370922,0.374478,0.378264,0.380859,0.379651,0.376629,0.375953,0.378487,0.382597,0.387442,0.394283
4014,0.620523,0.6186,0.614795,0.610254,0.60633,0.602127,0.596189,0.589486,0.584108,0.580003,0.574871,0.565157,0.551618,0.536855,0.522986,0.510934,0.501659,0.495283,0.488181,0.477249,0.460642,0.44132,0.427445,0.420293,0.417402,0.417722,0.420975,0.426811,0.432054,0.436109,0.442851,0.454493,0.466951,0.477634,0.491536,0.511154,0.536552,0.565612,0.595993,0.625829,0.64916,0.659956,0.661989,0.657901,0.650058,0.638613,0.624065,0.605726,0.583695,0.560515
4037,0.532542,0.519902,0.506394,0.490523,0.474078,0.459076,0.446045,0.435327,0.426961,0.421007,0.415024,0.40696,0.398897,0.392645,0.388855,0.385354,0.379228,0.371063,0.364885,0.361071,0.356956,0.350517,0.344045,0.339966,0.339169,0.342122,0.348529,0.358205,0.370013,0.380697,0.39036,0.399624,0.407896,0.416344,0.427135,0.440801,0.456341,0.471572,0.482127,0.487768,0.491781,0.496488,0.503269,0.509019,0.512801,0.517411,0.524648,0.531234,0.527208,0.517916
4053,0.446478,0.453359,0.464092,0.477387,0.488544,0.501752,0.514488,0.515132,0.501987,0.482628,0.46437,0.447267,0.429297,0.409476,0.388906,0.371127,0.356052,0.34235,0.328257,0.310965,0.291052,0.270024,0.249743,0.233259,0.227337,0.229274,0.234238,0.236445,0.232757,0.228977,0.228331,0.230165,0.235675,0.242264,0.245241,0.243985,0.242356,0.2478,0.263609,0.291001,0.328147,0.368289,0.393425,0.408228,0.421134,0.426872,0.419522,0.415381,0.423423,0.439296
4055,0.167516,0.165793,0.165033,0.165304,0.168786,0.18044,0.202126,0.228398,0.258557,0.292618,0.332506,0.369502,0.382358,0.397436,0.420224,0.444069,0.462764,0.449235,0.423234,0.396993,0.3708,0.34312,0.313232,0.277132,0.242129,0.22588,0.229644,0.235841,0.234107,0.233492,0.237373,0.239328,0.232358,0.226817,0.225584,0.226881,0.22924,0.239013,0.25858,0.286397,0.317805,0.348113,0.373344,0.38439,0.391593,0.403951,0.411664,0.416746,0.428492,0.443884
4056,0.474364,0.483524,0.490474,0.497342,0.505692,0.515222,0.523339,0.530506,0.537486,0.54295,0.541757,0.532213,0.518377,0.502501,0.485394,0.465982,0.445565,0.424716,0.404796,0.386389,0.370005,0.356508,0.34616,0.3394,0.336981,0.339489,0.345965,0.353211,0.359621,0.365131,0.370892,0.376302,0.37765,0.373981,0.368179,0.362707,0.356923,0.350314,0.34682,0.349003,0.356162,0.363023,0.368117,0.371728,0.374922,0.379539,0.384987,0.389199,0.393582,0.399284
4057,0.408788,0.40571,0.404049,0.40428,0.407403,0.413073,0.41944,0.425128,0.430692,0.436959,0.444898,0.45313,0.458966,0.461554,0.461492,0.459755,0.456046,0.448898,0.437633,0.422834,0.405855,0.388247,0.372184,0.360015,0.353105,0.35236,0.358031,0.367322,0.378738,0.393291,0.412125,0.434187,0.453122,0.46539,0.475347,0.486173,0.498215,0.509925,0.52115,0.534086,0.549358,0.565095,0.577216,0.588282,0.600659,0.614532,0.614532,0.614532,0.614532,0.614532
4066,0.345088,0.381188,0.4065,0.425774,0.439661,0.446543,0.46227,0.481729,0.491329,0.490239,0.490855,0.490683,0.481233,0.462425,0.436755,0.408285,0.382592,0.365465,0.355342,0.349613,0.342606,0.331701,0.321513,0.316394,0.317849,0.327401,0.342595,0.359733,0.376496,0.391461,0.404947,0.416261,0.424559,0.431392,0.438349,0.442414,0.44369,0.446172,0.450928,0.458907,0.469736,0.487561,0.517354,0.551838,0.584269,0.606712,0.625069,0.644248,0.658392,0.669153
4091,0.490355,0.493881,0.496534,0.494741,0.486014,0.474717,0.464289,0.454074,0.442883,0.429365,0.41394,0.398911,0.386022,0.375507,0.366398,0.354911,0.338283,0.320179,0.305629,0.296745,0.293007,0.287126,0.272911,0.260738,0.256506,0.261212,0.272845,0.288757,0.309236,0.332437,0.352435,0.361718,0.365849,0.372137,0.381606,0.391861,0.400097,0.406337,0.412348,0.416003,0.413463,0.404242,0.394889,0.39126,0.392467,0.397523,0.40563,0.416197,0.428845,0.44288
4098,0.448129,0.448375,0.447144,0.444762,0.442629,0.441066,0.439269,0.436472,0.432365,0.426697,0.419591,0.412797,0.407514,0.403281,0.399435,0.395121,0.389256,0.380715,0.369681,0.357733,0.345525,0.33411,0.325768,0.320934,0.319469,0.323187,0.331606,0.343688,0.357897,0.373764,0.39019,0.403804,0.411039,0.414629,0.419338,0.426226,0.435215,0.446477,0.460063,0.475282,0.489494,0.500086,0.507613,0.514701,0.521313,0.523572,0.519822,0.512905,0.505546,0.498499
4099,0.415562,0.401426,0.386876,0.373378,0.362012,0.352705,0.344345,0.336363,0.32842,0.321843,0.317391,0.315126,0.314657,0.314697,0.314794,0.313274,0.310415,0.306824,0.301945,0.295482,0.287625,0.279657,0.272759,0.268275,0.267622,0.271543,0.279207,0.290123,0.302205,0.313775,0.325788,0.337749,0.350442,0.361066,0.368398,0.374819,0.382448,0.39173,0.399891,0.40526,0.409026,0.413051,0.417433,0.422432,0.427378,0.434482,0.446182,0.46076,0.47411,0.484049
4105,0.449956,0.466266,0.48173,0.49659,0.510697,0.52306,0.53237,0.538065,0.539691,0.535764,0.525481,0.510726,0.492338,0.470689,0.445905,0.418148,0.386306,0.350531,0.31356,0.279113,0.251399,0.231787,0.21741,0.206601,0.201711,0.204284,0.213111,0.227475,0.249643,0.279864,0.31629,0.356736,0.39967,0.443991,0.48749,0.526552,0.560373,0.591123,0.617875,0.636538,0.649569,0.662662,0.676218,0.686125,0.69169,0.696969,0.70238,0.704981,0.70415,0.702216
4110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4147,0.417231,0.441614,0.465703,0.487973,0.508179,0.526467,0.542785,0.556014,0.56261,0.563115,0.560291,0.556447,0.551932,0.545961,0.53829,0.529795,0.520899,0.510961,0.498252,0.483508,0.468771,0.454839,0.44243,0.433254,0.429952,0.432743,0.440156,0.450402,0.462517,0.476011,0.489923,0.501287,0.509966,0.518966,0.528955,0.539309,0.549124,0.558463,0.567462,0.576597,0.587054,0.599157,0.612146,0.624368,0.634589,0.64236,0.649091,0.656308,0.656308,0.656308
4152,0.411009,0.409988,0.408173,0.405285,0.401325,0.396462,0.390823,0.384274,0.374958,0.360664,0.344215,0.32767,0.31327,0.302721,0.29767,0.298445,0.301191,0.299135,0.294624,0.289897,0.28649,0.284571,0.283788,0.282959,0.282931,0.285682,0.291846,0.298545,0.299082,0.295614,0.29302,0.294097,0.300249,0.3118,0.327841,0.348032,0.368615,0.386335,0.405121,0.426603,0.443433,0.447521,0.446718,0.446566,0.4493,0.454722,0.462058,0.470105,0.479672,0.488156
4156,0.528094,0.529008,0.529273,0.528532,0.52383,0.514996,0.503172,0.489642,0.477851,0.466964,0.453643,0.435592,0.415128,0.395341,0.378189,0.362042,0.344513,0.327604,0.314204,0.306168,0.300636,0.296079,0.292319,0.289891,0.287543,0.285431,0.288066,0.296757,0.308149,0.318151,0.328237,0.338748,0.347598,0.354513,0.36095,0.367615,0.373465,0.378441,0.383882,0.391155,0.400161,0.410578,0.421194,0.431514,0.441466,0.448852,0.451825,0.449843,0.441528,0.433143
4173,0.602736,0.616088,0.628544,0.635446,0.642397,0.643451,0.633048,0.619521,0.608258,0.594923,0.572962,0.545355,0.517699,0.486997,0.450919,0.416733,0.388496,0.364377,0.345562,0.334819,0.329627,0.326402,0.32448,0.322863,0.321848,0.322736,0.326615,0.333496,0.342856,0.354753,0.366356,0.375235,0.377716,0.37701,0.374103,0.367588,0.356841,0.346759,0.341693,0.342758,0.348657,0.356728,0.365836,0.376586,0.39093,0.409632,0.431596,0.454166,0.472153,0.484032
4197,0.307078,0.320701,0.338971,0.351674,0.354731,0.363274,0.377896,0.384774,0.391734,0.399601,0.396363,0.384098,0.366033,0.339874,0.313324,0.292742,0.280923,0.272698,0.262771,0.254737,0.253048,0.25,0.235602,0.223188,0.216977,0.218057,0.227217,0.240012,0.251481,0.259463,0.27231,0.289587,0.303,0.313158,0.323306,0.331473,0.342005,0.35637,0.365198,0.368605,0.37185,0.364848,0.349461,0.339502,0.33711,0.341263,0.349579,0.363144,0.389359,0.417468
4501,0.490424,0.48981,0.4883,0.487121,0.48593,0.48493,0.485243,0.487873,0.491479,0.494,0.494083,0.490398,0.485732,0.481254,0.477347,0.47414,0.469708,0.463218,0.45538,0.447293,0.437987,0.427182,0.416917,0.409817,0.409247,0.416676,0.431734,0.45265,0.477171,0.501764,0.523813,0.544199,0.564472,0.584776,0.602419,0.613256,0.617128,0.610992,0.595623,0.580626,0.571214,0.563163,0.553138,0.543862,0.535898,0.529203,0.523785,0.520812,0.521465,0.524055
4521,0.420165,0.422952,0.429655,0.439172,0.449786,0.461401,0.473726,0.48462,0.489736,0.488952,0.485525,0.480945,0.473341,0.462398,0.450141,0.437712,0.425025,0.413111,0.404394,0.400391,0.398363,0.393151,0.382589,0.374173,0.373517,0.381642,0.391468,0.396665,0.401095,0.409089,0.421062,0.431776,0.430974,0.421543,0.415431,0.41664,0.423956,0.434012,0.440274,0.439566,0.435179,0.431114,0.427261,0.419678,0.407978,0.39857,0.395776,0.401723,0.414751,0.430644
4528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4543,0.390032,0.373822,0.365611,0.362987,0.360183,0.361301,0.365625,0.367973,0.372088,0.380347,0.388751,0.392284,0.391012,0.391589,0.392899,0.391242,0.380117,0.368773,0.356321,0.338484,0.30784,0.274435,0.243473,0.217518,0.209123,0.225361,0.258878,0.294177,0.323475,0.348631,0.372708,0.392857,0.407187,0.416614,0.422957,0.42977,0.438314,0.448937,0.462695,0.479272,0.495002,0.495228,0.482431,0.466233,0.45275,0.442555,0.437407,0.429569,0.421839,0.412866
4546,0.251729,0.248768,0.254277,0.265348,0.280219,0.300001,0.322778,0.34811,0.37162,0.391217,0.411947,0.433953,0.452734,0.461997,0.458471,0.450615,0.442832,0.430464,0.401503,0.355162,0.305609,0.265707,0.236444,0.216026,0.205272,0.206628,0.222046,0.245338,0.263608,0.273118,0.280695,0.292941,0.310146,0.329968,0.35001,0.369168,0.389401,0.40735,0.418856,0.415524,0.392158,0.36879,0.361514,0.372185,0.406423,0.461505,0.500949,0.488195,0.475336,0.488168
4551,0.368949,0.368332,0.367206,0.368326,0.373139,0.379552,0.390773,0.405876,0.416659,0.432639,0.446423,0.456439,0.456142,0.444409,0.428726,0.407543,0.383838,0.357149,0.329313,0.301111,0.276001,0.256764,0.246007,0.238107,0.234254,0.234693,0.238818,0.247952,0.261009,0.278305,0.298228,0.320019,0.342334,0.366137,0.388529,0.398911,0.400631,0.3988,0.397475,0.394281,0.394089,0.397142,0.395412,0.387019,0.380055,0.376826,0.38388,0.402035,0.412913,0.421273
4565,0.38722,0.381848,0.373649,0.365113,0.356864,0.357014,0.371257,0.395925,0.420501,0.437944,0.45169,0.464074,0.478514,0.495915,0.509155,0.517011,0.517202,0.508667,0.487005,0.462529,0.442145,0.42712,0.41382,0.406294,0.406925,0.415372,0.430441,0.452565,0.478319,0.505538,0.527968,0.537668,0.536814,0.528082,0.508518,0.483269,0.45909,0.443567,0.441353,0.454555,0.479285,0.504723,0.527623,0.548732,0.562402,0.569272,0.580406,0.592904,0.597692,0.602576
4570,0.457621,0.464167,0.472005,0.478376,0.481634,0.482074,0.479911,0.475281,0.470262,0.464676,0.456841,0.443521,0.421903,0.396792,0.374247,0.35722,0.345574,0.33544,0.318446,0.292573,0.267398,0.246942,0.230256,0.214701,0.20683,0.213746,0.23507,0.261396,0.284401,0.307506,0.33308,0.361082,0.388529,0.40766,0.419434,0.428649,0.435339,0.441506,0.44546,0.446113,0.448206,0.453402,0.461984,0.471442,0.476625,0.478544,0.480944,0.485031,0.490409,0.494996
4575,0.229655,0.238678,0.252786,0.247343,0.247479,0.237113,0.231239,0.236094,0.252937,0.288447,0.347013,0.458893,0.570507,0.639192,0.624051,0.579995,0.562037,0.565656,0.564297,0.536855,0.495217,0.464488,0.406286,0.326066,0.213685,0.204538,0.261831,0.366625,0.415509,0.484957,0.526287,0.480184,0.418698,0.393433,0.391084,0.403575,0.415966,0.384841,0.363749,0.364534,0.374539,0.37325,0.352554,0.389937,0.376428,0.363267,0.363267,0.363267,0.363267,0.363267
4581,0.491166,0.50776,0.521913,0.535578,0.532797,0.532445,0.541366,0.541367,0.525775,0.515298,0.516355,0.510647,0.485926,0.466677,0.459748,0.446062,0.412031,0.391517,0.384611,0.374835,0.339725,0.280841,0.215435,0.16056,0.146381,0.175378,0.223893,0.277027,0.330994,0.384358,0.431849,0.467621,0.492459,0.509426,0.512337,0.504717,0.494704,0.481545,0.466225,0.451384,0.436814,0.421677,0.403343,0.379067,0.352071,0.32571,0.299948,0.276048,0.257646,0.247002
4585,0.559009,0.564123,0.566991,0.567562,0.566234,0.562879,0.557644,0.551283,0.544867,0.538653,0.53158,0.522897,0.512532,0.500324,0.487005,0.473657,0.460503,0.448358,0.437626,0.428865,0.422144,0.418094,0.41437,0.406844,0.400007,0.400612,0.410314,0.426747,0.446454,0.471204,0.500733,0.531375,0.552875,0.565519,0.578556,0.593094,0.605038,0.606073,0.600549,0.596237,0.594954,0.592553,0.580106,0.562449,0.548483,0.539144,0.530003,0.517569,0.506407,0.501571
4597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4613,0.460629,0.475108,0.484998,0.49248,0.49885,0.499608,0.495259,0.486972,0.476762,0.466533,0.455331,0.44009,0.421261,0.399348,0.376479,0.355299,0.335286,0.315317,0.296396,0.278269,0.262461,0.249873,0.238191,0.225767,0.217821,0.223053,0.245524,0.27096,0.294503,0.320711,0.349696,0.380068,0.411286,0.444037,0.473569,0.489628,0.495361,0.501927,0.515668,0.536072,0.555005,0.569194,0.589855,0.618336,0.648651,0.664171,0.66592,0.667474,0.67545,0.685132
4627,0.524058,0.528239,0.532546,0.539803,0.548832,0.5557,0.552406,0.541404,0.527719,0.514429,0.503677,0.492634,0.476693,0.458257,0.440164,0.423286,0.407404,0.391934,0.378812,0.369009,0.362404,0.355043,0.341579,0.331153,0.33014,0.336733,0.344474,0.355297,0.372153,0.390926,0.404082,0.415857,0.430104,0.444949,0.455816,0.464976,0.474385,0.48007,0.484125,0.489396,0.495033,0.499688,0.50712,0.518388,0.530374,0.538333,0.540336,0.538366,0.535061,0.53357
4630,0.497347,0.503437,0.507899,0.510976,0.512215,0.510263,0.505415,0.500068,0.494672,0.489309,0.483427,0.477628,0.472473,0.466763,0.45718,0.440689,0.41958,0.395825,0.371704,0.349391,0.330944,0.317841,0.308577,0.301919,0.299067,0.300083,0.303834,0.309291,0.31507,0.321759,0.329775,0.337928,0.343273,0.343851,0.343097,0.343088,0.34418,0.345602,0.347075,0.349199,0.352026,0.355098,0.355741,0.35552,0.35662,0.360195,0.364425,0.368697,0.377741,0.39234
4660,0.498414,0.494058,0.491069,0.488978,0.48665,0.483433,0.479484,0.474923,0.469495,0.462341,0.452779,0.440722,0.427132,0.412558,0.398383,0.386363,0.376905,0.369056,0.36321,0.359681,0.358815,0.3593,0.358019,0.354476,0.351849,0.352172,0.355786,0.36142,0.3678,0.374992,0.383994,0.394158,0.40282,0.409538,0.417106,0.427009,0.439513,0.454019,0.469929,0.486909,0.503968,0.518066,0.527462,0.533693,0.539839,0.545638,0.549663,0.552737,0.556724,0.561593
4676,0.432439,0.405537,0.384706,0.376174,0.381368,0.398541,0.421719,0.442621,0.452148,0.44555,0.428736,0.409048,0.390166,0.372701,0.35166,0.323097,0.288619,0.260589,0.245534,0.240015,0.240565,0.243239,0.243549,0.2395,0.237975,0.238831,0.240937,0.245531,0.250712,0.256326,0.263486,0.270973,0.27632,0.272341,0.268661,0.268734,0.273005,0.277485,0.28242,0.288862,0.297862,0.310821,0.327194,0.344754,0.354811,0.363405,0.376346,0.39243,0.408165,0.425354
4687,0.516393,0.51853,0.521021,0.521607,0.519678,0.516026,0.509587,0.499383,0.487166,0.474768,0.460825,0.442801,0.419408,0.392821,0.367694,0.347194,0.332364,0.320692,0.309225,0.2973,0.285527,0.274733,0.265305,0.257435,0.253202,0.254917,0.26388,0.277835,0.290656,0.306628,0.330113,0.358126,0.376519,0.384148,0.389038,0.394347,0.396966,0.40154,0.412546,0.427704,0.43977,0.448852,0.45654,0.458704,0.451197,0.441753,0.435146,0.428904,0.421089,0.416161
4738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4743,0.461867,0.461035,0.453123,0.437529,0.420265,0.403649,0.389141,0.377406,0.367645,0.360543,0.354207,0.347546,0.340557,0.331901,0.321052,0.308502,0.296934,0.287549,0.279598,0.273343,0.268438,0.263764,0.258126,0.253252,0.250001,0.25256,0.262553,0.279485,0.303882,0.334236,0.368284,0.403906,0.43652,0.461554,0.479234,0.490871,0.498393,0.504142,0.507838,0.508146,0.501592,0.488796,0.471681,0.451819,0.429335,0.404622,0.381061,0.363009,0.35233,0.345172
4767,0.429423,0.437147,0.447696,0.461774,0.479219,0.498724,0.517439,0.531827,0.538475,0.540083,0.53938,0.535203,0.524972,0.509151,0.490896,0.47122,0.450168,0.427313,0.403471,0.379818,0.354961,0.329714,0.30819,0.294306,0.290336,0.294774,0.302972,0.312782,0.323554,0.338668,0.357668,0.376812,0.391876,0.401359,0.406048,0.405819,0.402968,0.403158,0.408692,0.417242,0.428235,0.441135,0.455618,0.469597,0.480041,0.487812,0.496695,0.508052,0.518219,0.522025
4828,0.446456,0.440325,0.435594,0.432877,0.431449,0.427286,0.417292,0.40413,0.390029,0.377208,0.366118,0.356887,0.349318,0.34226,0.336082,0.331507,0.328565,0.326056,0.320593,0.312115,0.30421,0.299071,0.296727,0.29355,0.289646,0.291076,0.30164,0.321299,0.343694,0.362726,0.379293,0.396484,0.416394,0.435854,0.44641,0.447741,0.448159,0.453904,0.466004,0.481014,0.487517,0.478823,0.460815,0.440312,0.420436,0.402711,0.386012,0.370918,0.361667,0.358512
4835,0.501157,0.509659,0.519114,0.526616,0.530606,0.531792,0.531495,0.530819,0.529394,0.527474,0.525948,0.525238,0.524913,0.521411,0.511367,0.495768,0.476578,0.454358,0.431007,0.408082,0.388357,0.373277,0.362203,0.355242,0.354358,0.359785,0.369672,0.379324,0.387358,0.395187,0.402818,0.408081,0.408683,0.406352,0.403988,0.401868,0.400607,0.401685,0.406913,0.416527,0.429011,0.442665,0.457524,0.474526,0.492904,0.506511,0.510107,0.503856,0.492614,0.479015
5013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5028,0.41805,0.420133,0.423585,0.429038,0.434195,0.436518,0.433073,0.426347,0.419238,0.411005,0.400413,0.388594,0.377599,0.368729,0.36087,0.353851,0.348896,0.346395,0.342903,0.337504,0.332862,0.329486,0.324878,0.320998,0.320955,0.327231,0.338081,0.352162,0.366735,0.380027,0.393704,0.407926,0.422022,0.436915,0.451697,0.467934,0.486603,0.504965,0.517138,0.526649,0.540404,0.553725,0.561853,0.570581,0.578871,0.577171,0.569079,0.56198,0.552903,0.543948
5039,0.575441,0.564661,0.55119,0.534897,0.516233,0.49704,0.47922,0.463004,0.447768,0.433282,0.419466,0.405394,0.391668,0.380561,0.372804,0.366673,0.360736,0.354902,0.349165,0.344455,0.341835,0.340325,0.338512,0.33545,0.333834,0.335907,0.339488,0.34417,0.351597,0.362528,0.376374,0.391,0.40261,0.412213,0.422136,0.432291,0.441006,0.447552,0.453917,0.460629,0.467399,0.473812,0.480563,0.488301,0.496572,0.50249,0.503817,0.505167,0.507895,0.510098
5062,0.520308,0.525875,0.527589,0.528,0.52889,0.529689,0.530061,0.527912,0.520854,0.511933,0.503191,0.495853,0.490361,0.487309,0.482687,0.470459,0.453666,0.436995,0.421853,0.410059,0.399179,0.386431,0.375548,0.368922,0.365477,0.365486,0.36764,0.371788,0.378319,0.389314,0.406209,0.427109,0.450247,0.470532,0.485226,0.498704,0.513035,0.526219,0.536003,0.543942,0.553037,0.562942,0.567992,0.565727,0.561057,0.55249,0.540471,0.532841,0.530623,0.534405
5074,0.660469,0.663676,0.657868,0.643072,0.623415,0.60112,0.580885,0.561733,0.539366,0.509304,0.472002,0.435525,0.405215,0.381409,0.362644,0.347983,0.336272,0.328393,0.322105,0.315832,0.308573,0.302398,0.298092,0.292386,0.287853,0.289178,0.296533,0.307631,0.32398,0.345513,0.369745,0.394055,0.418855,0.443593,0.466535,0.48678,0.504082,0.518496,0.531136,0.541535,0.5472,0.548024,0.540304,0.525478,0.504242,0.48117,0.460265,0.442411,0.425878,0.406719
5079,0.489766,0.490506,0.491811,0.491461,0.487054,0.479958,0.473827,0.469555,0.465725,0.460642,0.453926,0.445462,0.435316,0.423671,0.411195,0.398481,0.385444,0.372272,0.359513,0.347236,0.335773,0.32682,0.320316,0.31621,0.315211,0.316448,0.317399,0.317464,0.319069,0.324214,0.332344,0.34117,0.350884,0.364162,0.380261,0.395452,0.404066,0.407382,0.409367,0.410982,0.411235,0.408958,0.406571,0.407306,0.410777,0.4141,0.415554,0.415074,0.414087,0.413564
5082,0.392935,0.398826,0.404465,0.409251,0.413533,0.418085,0.422155,0.424003,0.422251,0.417595,0.410477,0.401125,0.389958,0.377079,0.362846,0.347773,0.333247,0.321214,0.313214,0.309716,0.308806,0.307259,0.305163,0.302655,0.301812,0.304403,0.311343,0.322785,0.338059,0.354285,0.369902,0.385032,0.400399,0.415099,0.429175,0.443236,0.457634,0.469075,0.474712,0.474289,0.471382,0.465512,0.452036,0.430803,0.407327,0.38938,0.380661,0.38302,0.394002,0.407168
5110,0.498598,0.498726,0.494433,0.486345,0.477287,0.469778,0.464903,0.463119,0.463071,0.459511,0.450771,0.441558,0.433151,0.426401,0.420446,0.411121,0.395082,0.376575,0.357655,0.339194,0.322127,0.306446,0.293657,0.286391,0.286199,0.291948,0.301195,0.313366,0.328818,0.346255,0.363128,0.376453,0.387829,0.39982,0.412822,0.42653,0.440025,0.453847,0.467296,0.478558,0.486598,0.492701,0.499142,0.505089,0.509578,0.513386,0.518276,0.524626,0.530318,0.534595
5115,0.487117,0.490079,0.491664,0.492551,0.493393,0.491486,0.482883,0.471183,0.458496,0.446317,0.435388,0.424173,0.410037,0.395045,0.381078,0.368879,0.358439,0.346485,0.330449,0.314177,0.299505,0.28564,0.270049,0.256041,0.250802,0.256563,0.271749,0.292488,0.317382,0.345225,0.374126,0.400857,0.424475,0.446727,0.468098,0.486604,0.495587,0.492713,0.483027,0.470998,0.458577,0.444315,0.427081,0.407598,0.387163,0.367633,0.34825,0.32896,0.313766,0.304305
5133,0.449635,0.451017,0.45359,0.456459,0.462834,0.468123,0.471248,0.471877,0.465729,0.452354,0.431529,0.406661,0.3812,0.358931,0.339332,0.317569,0.295434,0.275936,0.25986,0.245931,0.234109,0.224592,0.217788,0.213396,0.211741,0.213538,0.219342,0.230677,0.247845,0.270919,0.299571,0.331765,0.361723,0.388746,0.416889,0.446195,0.466258,0.474907,0.485498,0.503503,0.523586,0.541014,0.556882,0.574763,0.587431,0.590872,0.588506,0.587604,0.591052,0.592983
5136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
